GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,PLACEA,TRACTA,ENUMDISTA,SCSAA,SMSAA,URB_AREAA,BLCK_GRPA,BLOCKA,ANXTERRA,URBRURALA,CDA,AREANAME,CBC001
"G0100730135","1970","Alabama","01","Jefferson","073","Warrior Division","135",,,,,"1000",,,,,,,"Warrior Division",5230
"G0100750005","1970","Alabama","01","Lamar","075","Millport Division","005",,,,,,,,,,,,"Millport Division",3887
"G0100750010","1970","Alabama","01","Lamar","075","Sulligent Division","010",,,,,,,,,,,,"Sulligent Division",5064
"G0100750015","1970","Alabama","01","Lamar","075","Vernon Division","015",,,,,,,,,,,,"Vernon Division",5384
"G0100770005","1970","Alabama","01","Lauderdale","077","Cloverdale Division","005",,,,,,,,,,,,"Cloverdale Division",4205
"G0100770010","1970","Alabama","01","Lauderdale","077","Florence Division","010",,,,,,,,,,,,"Florence Division",37362
"G0100770015","1970","Alabama","01","Lauderdale","077","Killen Division","015",,,,,,,,,,,,"Killen Division",7436
"G0100770020","1970","Alabama","01","Lauderdale","077","Lexington Division","020",,,,,,,,,,,,"Lexington Division",2996
"G0100770025","1970","Alabama","01","Lauderdale","077","Oakland Division","025",,,,,,,,,,,,"Oakland Division",3743
"G0100770030","1970","Alabama","01","Lauderdale","077","Rogersville Division","030",,,,,,,,,,,,"Rogersville Division",5873
"G0100770035","1970","Alabama","01","Lauderdale","077","St Florian Division","035",,,,,,,,,,,,"St Florian Division",4992
"G0100770040","1970","Alabama","01","Lauderdale","077","Waterloo Division","040",,,,,,,,,,,,"Waterloo Division",1504
"G0100790005","1970","Alabama","01","Lawrence","079","Hatton Division","005",,,,,,,,,,,,"Hatton Division",3368
"G0100790010","1970","Alabama","01","Lawrence","079","Hillsboro Division","010",,,,,,,,,,,,"Hillsboro Division",2325
"G0100790015","1970","Alabama","01","Lawrence","079","Morris Chapel Division","015",,,,,,,,,,,,"Morris Chapel Division",6291
"G0100790020","1970","Alabama","01","Lawrence","079","Moulton Division","020",,,,,,,,,,,,"Moulton Division",6020
"G0100790025","1970","Alabama","01","Lawrence","079","Mount Hope Division","025",,,,,,,,,,,,"Mount Hope Division",1637
"G0100790030","1970","Alabama","01","Lawrence","079","Speake-Oakville Division","030",,,,,,,,,,,,"Speake-Oakville Division",1698
"G0100790035","1970","Alabama","01","Lawrence","079","Town Creek-Courtland Division","035",,,,,,,,,,,,"Town Creek-Courtland Division",5942
"G0100810005","1970","Alabama","01","Lee","081","Auburn Division","005",,,,,,,,,,,,"Auburn Division",22767
"G0100810010","1970","Alabama","01","Lee","081","Beauregard-Marvyn Division","010",,,,,,,,,,,,"Beauregard-Marvyn Division",3557
"G0100810015","1970","Alabama","01","Lee","081","Loachapoka-Roxana Division","015",,,,,,,,,,,,"Loachapoka-Roxana Division",4242
"G0100810020","1970","Alabama","01","Lee","081","Opelika Division","020",,,,,,,,,,,,"Opelika Division",19027
"G0100810025","1970","Alabama","01","Lee","081","Opelika Rural-Pepperell Division","025",,,,,,,,,,,,"Opelika Rural-Pepperell Division",4034
"G0100810035","1970","Alabama","01","Lee","081","Smiths Station-Salem Division","035",,,,,,,,,,,,"Smiths Station-Salem Division",7641
"G0100830005","1970","Alabama","01","Limestone","083","Athens Division","005",,,,,"3440",,,,,,,"Athens Division",14607
"G0100830010","1970","Alabama","01","Limestone","083","Capshaw Division","010",,,,,"3440",,,,,,,"Capshaw Division",3186
"G0100830015","1970","Alabama","01","Limestone","083","Elkmont Division","015",,,,,"3440",,,,,,,"Elkmont Division",4934
"G0100830020","1970","Alabama","01","Limestone","083","Georgia Division","020",,,,,"3440",,,,,,,"Georgia Division",4717
"G0100830025","1970","Alabama","01","Limestone","083","Mooresville Division","025",,,,,"3440",,,,,,,"Mooresville Division",3511
"G0100830030","1970","Alabama","01","Limestone","083","Salem Division","030",,,,,"3440",,,,,,,"Salem Division",2321
"G0100830035","1970","Alabama","01","Limestone","083","Sand Springs Division","035",,,,,"3440",,,,,,,"Sand Springs Division",4776
"G0100830040","1970","Alabama","01","Limestone","083","Tanner Division","040",,,,,"3440",,,,,,,"Tanner Division",3647
"G0100850005","1970","Alabama","01","Lowndes","085","Benton-Collirene Division","005",,,,,,,,,,,,"Benton-Collirene Division",2664
"G0100850010","1970","Alabama","01","Lowndes","085","Braggs-Prairie Hill Division","010",,,,,,,,,,,,"Braggs-Prairie Hill Division",2317
"G0100850015","1970","Alabama","01","Lowndes","085","Fort Deposit Division","015",,,,,,,,,,,,"Fort Deposit Division",3620
"G0100850020","1970","Alabama","01","Lowndes","085","Hayneville Division","020",,,,,,,,,,,,"Hayneville Division",3179
"G0100850025","1970","Alabama","01","Lowndes","085","Lowndesboro Division","025",,,,,,,,,,,,"Lowndesboro Division",1117
"G0100870005","1970","Alabama","01","Macon","087","Fort Davis Division","005",,,,,,,,,,,,"Fort Davis Division",682
"G0100870010","1970","Alabama","01","Macon","087","Little Texas-Society Hill Division","010",,,,,,,,,,,,"Little Texas-Society Hill Division",1724
"G0100870015","1970","Alabama","01","Macon","087","Notasulga Division","015",,,,,,,,,,,,"Notasulga Division",2862
"G0100870020","1970","Alabama","01","Macon","087","Shorter-Hardaway Division","020",,,,,,,,,,,,"Shorter-Hardaway Division",2266
"G0100870025","1970","Alabama","01","Macon","087","Tuskegee-Milstead Division","025",,,,,,,,,,,,"Tuskegee-Milstead Division",15934
"G0100870030","1970","Alabama","01","Macon","087","Warrior-Creek Stand Division","030",,,,,,,,,,,,"Warrior-Creek Stand Division",1373
"G0100890005","1970","Alabama","01","Madison","089","Arsenal Division","005",,,,,"3440",,,,,,,"Arsenal Division",5947
"G0100890010","1970","Alabama","01","Madison","089","Gurley Division","010",,,,,"3440",,,,,,,"Gurley Division",3475
"G0100890015","1970","Alabama","01","Madison","089","Harvest-Madison Division","015",,,,,"3440",,,,,,,"Harvest-Madison Division",11407
"G0100890020","1970","Alabama","01","Madison","089","Hazel Green Division","020",,,,,"3440",,,,,,,"Hazel Green Division",3930
"G0100890025","1970","Alabama","01","Madison","089","Huntsville Division","025",,,,,"3440",,,,,,,"Huntsville Division",140077
"G0100890030","1970","Alabama","01","Madison","089","Madison Crossroads Division","030",,,,,"3440",,,,,,,"Madison Crossroads Division",4093
"G0100890035","1970","Alabama","01","Madison","089","Meridianville Division","035",,,,,"3440",,,,,,,"Meridianville Division",5667
"G0100890040","1970","Alabama","01","Madison","089","New Hope Division","040",,,,,"3440",,,,,,,"New Hope Division",6317
"G0100890045","1970","Alabama","01","Madison","089","New Market Division","045",,,,,"3440",,,,,,,"New Market Division",5627
"G0100910005","1970","Alabama","01","Marengo","091","Demopolis Division","005",,,,,,,,,,,,"Demopolis Division",9040
"G0100910010","1970","Alabama","01","Marengo","091","Dixons Mill Division","010",,,,,,,,,,,,"Dixons Mill Division",2525
"G0100910015","1970","Alabama","01","Marengo","091","Faunsdale Division","015",,,,,,,,,,,,"Faunsdale Division",1225
"G0100910020","1970","Alabama","01","Marengo","091","Linden Division","020",,,,,,,,,,,,"Linden Division",6001
"G0100910025","1970","Alabama","01","Marengo","091","Sweet Water Division","025",,,,,,,,,,,,"Sweet Water Division",2646
"G0100910030","1970","Alabama","01","Marengo","091","Thomaston Division","030",,,,,,,,,,,,"Thomaston Division",2382
"G0100930005","1970","Alabama","01","Marion","093","Bear Creek Division","005",,,,,,,,,,,,"Bear Creek Division",3142
"G0100930010","1970","Alabama","01","Marion","093","Bexar Division","010",,,,,,,,,,,,"Bexar Division",1609
"G0100930015","1970","Alabama","01","Marion","093","Brilliant Division","015",,,,,,,,,,,,"Brilliant Division",2493
"G0100930020","1970","Alabama","01","Marion","093","Guin Division","020",,,,,,,,,,,,"Guin Division",3207
"G0100930025","1970","Alabama","01","Marion","093","Hackleburg Division","025",,,,,,,,,,,,"Hackleburg Division",2215
"G0100930030","1970","Alabama","01","Marion","093","Hamilton Division","030",,,,,,,,,,,,"Hamilton Division",6664
"G0100930035","1970","Alabama","01","Marion","093","Winfield Division","035",,,,,,,,,,,,"Winfield Division",4458
"G0100950005","1970","Alabama","01","Marshall","095","Albertville Division","005",,,,,,,,,,,,"Albertville Division",13756
"G0100950010","1970","Alabama","01","Marshall","095","Arab Division","010",,,,,,,,,,,,"Arab Division",9008
"G0100950015","1970","Alabama","01","Marshall","095","Boaz Division","015",,,,,,,,,,,,"Boaz Division",7138
"G0100950020","1970","Alabama","01","Marshall","095","Douglas Division","020",,,,,,,,,,,,"Douglas Division",3005
"G0100950025","1970","Alabama","01","Marshall","095","Grant Division","025",,,,,,,,,,,,"Grant Division",5639
"G0100950030","1970","Alabama","01","Marshall","095","Guntersville Division","030",,,,,,,,,,,,"Guntersville Division",10400
"G0100950035","1970","Alabama","01","Marshall","095","Town Creek Division","035",,,,,,,,,,,,"Town Creek Division",1689
"G0100950040","1970","Alabama","01","Marshall","095","Union Grove Division","040",,,,,,,,,,,,"Union Grove Division",3576
"G0100970005","1970","Alabama","01","Mobile","097","Bayou La Batre Division","005",,,,,"5160",,,,,,,"Bayou La Batre Division",7766
"G0100970010","1970","Alabama","01","Mobile","097","Chickasaw Division","010",,,,,"5160",,,,,,,"Chickasaw Division",8447
"G0100970015","1970","Alabama","01","Mobile","097","Citronelle Division","015",,,,,"5160",,,,,,,"Citronelle Division",4602
"G0100970020","1970","Alabama","01","Mobile","097","Eight Mile Division","020",,,,,"5160",,,,,,,"Eight Mile Division",3925
"G0100970025","1970","Alabama","01","Mobile","097","Grand Bay Division","025",,,,,"5160",,,,,,,"Grand Bay Division",9685
"G0100970030","1970","Alabama","01","Mobile","097","Mobile Division","030",,,,,"5160",,,,,,,"Mobile Division",190026
"G0100970035","1970","Alabama","01","Mobile","097","Mount Vernon Division","035",,,,,"5160",,,,,,,"Mount Vernon Division",6531
"G0100970040","1970","Alabama","01","Mobile","097","Prichard Division","040",,,,,"5160",,,,,,,"Prichard Division",41578
"G0100970045","1970","Alabama","01","Mobile","097","Saraland Division","045",,,,,"5160",,,,,,,"Saraland Division",14424
"G0100970050","1970","Alabama","01","Mobile","097","Semmes Division","050",,,,,"5160",,,,,,,"Semmes Division",6991
"G0100970055","1970","Alabama","01","Mobile","097","Tanner-Williams Division","055",,,,,"5160",,,,,,,"Tanner-Williams Division",5860
"G0100970060","1970","Alabama","01","Mobile","097","Theodore Division","060",,,,,"5160",,,,,,,"Theodore Division",17473
"G0100990005","1970","Alabama","01","Monroe","099","Beatrice Division","005",,,,,,,,,,,,"Beatrice Division",1932
"G0100990010","1970","Alabama","01","Monroe","099","Frisco City Division","010",,,,,,,,,,,,"Frisco City Division",4505
"G0100990015","1970","Alabama","01","Monroe","099","Monroeville Division","015",,,,,,,,,,,,"Monroeville Division",7778
"G0100990020","1970","Alabama","01","Monroe","099","Peterman Division","020",,,,,,,,,,,,"Peterman Division",2139
"G0100990025","1970","Alabama","01","Monroe","099","Uriah Division","025",,,,,,,,,,,,"Uriah Division",1664
"G0100990030","1970","Alabama","01","Monroe","099","Vredenburgh Division","030",,,,,,,,,,,,"Vredenburgh Division",2865
"G0101010010","1970","Alabama","01","Montgomery","101","Fairview Division","010",,,,,"5240",,,,,,,"Fairview Division",4701
"G0101010015","1970","Alabama","01","Montgomery","101","Hope Hull Division","015",,,,,"5240",,,,,,,"Hope Hull Division",6265
"G0101010020","1970","Alabama","01","Montgomery","101","Mitylene Division","020",,,,,"5240",,,,,,,"Mitylene Division",1481
"G0101010025","1970","Alabama","01","Montgomery","101","Montgomery Division","025",,,,,"5240",,,,,,,"Montgomery Division",137646
"G0101010027","1970","Alabama","01","Montgomery","101","Montgomery North Division","027",,,,,"5240",,,,,,,"Montgomery North Division",6651
"G0101010030","1970","Alabama","01","Montgomery","101","Mount Meigs Division","030",,,,,"5240",,,,,,,"Mount Meigs Division",2318
"G0101010035","1970","Alabama","01","Montgomery","101","Pike Road Division","035",,,,,"5240",,,,,,,"Pike Road Division",3775
"G0101010040","1970","Alabama","01","Montgomery","101","Pine Level Division","040",,,,,"5240",,,,,,,"Pine Level Division",1798
"G0101010045","1970","Alabama","01","Montgomery","101","Ramer Division","045",,,,,"5240",,,,,,,"Ramer Division",3155
"G0101030010","1970","Alabama","01","Morgan","103","Danville Division","010",,,,,,,,,,,,"Danville Division",3679
"G0101030015","1970","Alabama","01","Morgan","103","Decatur Division","015",,,,,,,,,,,,"Decatur Division",44890
"G0101030020","1970","Alabama","01","Morgan","103","Eva Division","020",,,,,,,,,,,,"Eva Division",3540
"G0101030025","1970","Alabama","01","Morgan","103","Falkville Division","025",,,,,,,,,,,,"Falkville Division",3665
"G0101030030","1970","Alabama","01","Morgan","103","Hartselle Division","030",,,,,,,,,,,,"Hartselle Division",11831
"G0101030035","1970","Alabama","01","Morgan","103","Laceys Spring Division","035",,,,,,,,,,,,"Laceys Spring Division",5383
"G0101030040","1970","Alabama","01","Morgan","103","Somerville Division","040",,,,,,,,,,,,"Somerville Division",4318
"G0101050005","1970","Alabama","01","Perry","105","Hamburg Division","005",,,,,,,,,,,,"Hamburg Division",1154
"G0101050010","1970","Alabama","01","Perry","105","Heiberger Division","010",,,,,,,,,,,,"Heiberger Division",1432
"G0101050015","1970","Alabama","01","Perry","105","Marion Division","015",,,,,,,,,,,,"Marion Division",5979
"G0101050020","1970","Alabama","01","Perry","105","Sprott Division","020",,,,,,,,,,,,"Sprott Division",1931
"G0101050025","1970","Alabama","01","Perry","105","Uniontown Division","025",,,,,,,,,,,,"Uniontown Division",4892
"G0101070005","1970","Alabama","01","Pickens","107","Aliceville Division","005",,,,,,,,,,,,"Aliceville Division",5739
"G0101070010","1970","Alabama","01","Pickens","107","Carrollton Division","010",,,,,,,,,,,,"Carrollton Division",3318
"G0101070015","1970","Alabama","01","Pickens","107","Ethelsville Division","015",,,,,,,,,,,,"Ethelsville Division",2090
"G0101070020","1970","Alabama","01","Pickens","107","Gordo Division","020",,,,,,,,,,,,"Gordo Division",4111
"G0101070025","1970","Alabama","01","Pickens","107","Raleigh Division","025",,,,,,,,,,,,"Raleigh Division",891
"G0101070030","1970","Alabama","01","Pickens","107","Reform Division","030",,,,,,,,,,,,"Reform Division",4177
"G0101090005","1970","Alabama","01","Pike","109","Banks-Josie Division","005",,,,,,,,,,,,"Banks-Josie Division",2447
"G0101090010","1970","Alabama","01","Pike","109","Brundidge Division","010",,,,,,,,,,,,"Brundidge Division",4825
"G0101090015","1970","Alabama","01","Pike","109","Goshen-Shady Grove Division","015",,,,,,,,,,,,"Goshen-Shady Grove Division",2011
"G0101090020","1970","Alabama","01","Pike","109","Henderson-Spring Hill Division","020",,,,,,,,,,,,"Henderson-Spring Hill Division",1674
"G0101090025","1970","Alabama","01","Pike","109","Needmore Division","025",,,,,,,,,,,,"Needmore Division",1210
"G0101090030","1970","Alabama","01","Pike","109","Troy Division","030",,,,,,,,,,,,"Troy Division",12871
"G0101110005","1970","Alabama","01","Randolph","111","Folsom Division","005",,,,,,,,,,,,"Folsom Division",2601
"G0101110010","1970","Alabama","01","Randolph","111","Roanoke Division","010",,,,,,,,,,,,"Roanoke Division",8411
"G0101110015","1970","Alabama","01","Randolph","111","Wadley Division","015",,,,,,,,,,,,"Wadley Division",1890
"G0101110020","1970","Alabama","01","Randolph","111","Wedowee Division","020",,,,,,,,,,,,"Wedowee Division",3079
"G0101110025","1970","Alabama","01","Randolph","111","Woodland Division","025",,,,,,,,,,,,"Woodland Division",2350
"G0101130005","1970","Alabama","01","Russell","113","Cottonton-Seale Division","005",,,,,"1800",,,,,,,"Cottonton-Seale Division",4293
"G0101130010","1970","Alabama","01","Russell","113","Crawford Division","010",,,,,"1800",,,,,,,"Crawford Division",2347
"G0101130015","1970","Alabama","01","Russell","113","Hurtsboro Division","015",,,,,"1800",,,,,,,"Hurtsboro Division",3860
"G0101130020","1970","Alabama","01","Russell","113","Ladonia Division","020",,,,,"1800",,,,,,,"Ladonia Division",9613
"G0101130025","1970","Alabama","01","Russell","113","Phenix City Division","025",,,,,"1800",,,,,,,"Phenix City Division",25281
"G0101150005","1970","Alabama","01","St Clair","115","Ashville Division","005",,,,,,,,,,,,"Ashville Division",4895
"G0101150010","1970","Alabama","01","St Clair","115","Moody Division","010",,,,,,,,,,,,"Moody Division",5274
"G0101150015","1970","Alabama","01","St Clair","115","Pell City Division","015",,,,,,,,,,,,"Pell City Division",9850
"G0101150020","1970","Alabama","01","St Clair","115","Ragland Division","020",,,,,,,,,,,,"Ragland Division",3112
"G0101150025","1970","Alabama","01","St Clair","115","Springville Division","025",,,,,,,,,,,,"Springville Division",4825
"G0101170005","1970","Alabama","01","Shelby","117","Calera Division","005",,,,,"1000",,,,,,,"Calera Division",3554
